Total_spending,Total_orders,segments,Customer type
85.13000000000001,29,High Value,Repeat customer
127.86,28,High Value,Repeat customer
3546.71,259,High Value,Repeat customer
292.71999999999997,81,High Value,Repeat customer
4954.84,702,High Value,Repeat customer
1693.26,115,High Value,Repeat customer
575.63,61,High Value,Repeat customer
436.06,29,High Value,Repeat customer
90.12,17,High Value,Repeat customer
437.23,56,High Value,Repeat customer
217.2,14,High Value,Repeat customer
4805.17,899,High Value,Repeat customer
279.77,31,High Value,Repeat customer
473.65000000000003,20,High Value,Repeat customer
800.59,27,High Value,Repeat customer
134.55,1,High Value,One-time customer
1400.44,113,High Value,Repeat customer
173.16,8,High Value,Repeat customer
186.01,7,High Value,Repeat customer
758.29,53,High Value,Repeat customer
1375.71,31,High Value,Repeat customer
4165.52,323,High Value,Repeat customer
650.4300000000001,57,High Value,Repeat customer
2552.86,215,High Value,Repeat customer
607.45,104,High Value,Repeat customer
702.25,168,High Value,Repeat customer
940.6700000000001,45,High Value,Repeat customer
258.88,39,High Value,Repeat customer
127.1,13,High Value,Repeat customer
348.6,51,High Value,Repeat customer
3679.9700000000003,149,High Value,Repeat customer
682.9100000000001,44,High Value,Repeat customer
725.11,123,High Value,Repeat customer
455.3,31,High Value,Repeat customer
913.6800000000001,9,High Value,Repeat customer
478.53000000000003,29,High Value,Repeat customer
388.58,24,High Value,Repeat customer
199.8,5,High Value,Repeat customer
1771.78,103,High Value,Repeat customer
1406.59,77,High Value,Repeat customer
324.57,22,High Value,Repeat customer
240.68,14,High Value,Repeat customer
761.74,52,High Value,Repeat customer
6776.56,410,High Value,Repeat customer
1297.8700000000001,46,High Value,Repeat customer
48.480000000000004,2,High Value,Repeat customer
216.39,17,High Value,Repeat customer
1198.23,67,High Value,Repeat customer
2920.16,77,High Value,Repeat customer
104.76,13,High Value,Repeat customer
1093.68,60,High Value,Repeat customer
298.48,16,High Value,Repeat customer
112.46000000000001,6,High Value,Repeat customer
1591.45,43,High Value,Repeat customer
195.15,6,High Value,Repeat customer
10399.74,423,High Value,Repeat customer
776.851,45,High Value,Repeat customer
336.40000000000003,3,High Value,Repeat customer
1553.18,100,High Value,Repeat customer
1293.03,16,High Value,Repeat customer
3709.56,185,High Value,Repeat customer
301.03,19,High Value,Repeat customer
588.13,34,High Value,Repeat customer
1534.26,64,High Value,Repeat customer
675.8,49,High Value,Repeat customer
2870.2400000000002,155,High Value,Repeat customer
1186.35,60,High Value,Repeat customer
3285.31,167,High Value,Repeat customer
243.55,15,High Value,Repeat customer
724.76,25,High Value,Repeat customer
223.36,15,High Value,Repeat customer
425.32,25,High Value,Repeat customer
12515.66,484,High Value,Repeat customer
1887.2,119,High Value,Repeat customer
664.0,33,High Value,Repeat customer
813.0,238,High Value,Repeat customer
612.01,52,High Value,Repeat customer
447.64000000000004,35,High Value,Repeat customer
657.35,25,High Value,Repeat customer
816.0,2,High Value,Repeat customer
646.3,32,High Value,Repeat customer
337.74,21,High Value,Repeat customer
877.4399999999999,6,High Value,Repeat customer
922.53,21,High Value,Repeat customer
560.67,34,High Value,Repeat customer
748.5,47,High Value,Repeat customer
30.0,1,High Value,One-time customer
1024.1000000000001,48,High Value,Repeat customer
306.45,11,High Value,Repeat customer
1600.86,90,High Value,Repeat customer
309.8,5,High Value,Repeat customer
138.14,9,High Value,Repeat customer
386.43,17,High Value,Repeat customer
2242.01,116,High Value,Repeat customer
301.32,13,High Value,Repeat customer
76.32000000000001,1,High Value,One-time customer
684.34,33,High Value,Repeat customer
173.05,12,High Value,Repeat customer
2657.13,78,High Value,Repeat customer
2881.02,155,High Value,Repeat customer
2446.6,114,High Value,Repeat customer
323.69,21,High Value,Repeat customer
3435.76,202,High Value,Repeat customer
657.23,33,High Value,Repeat customer
352.7,12,High Value,Repeat customer
781.28,110,High Value,Repeat customer
1333.68,78,High Value,Repeat customer
1426.16,53,High Value,Repeat customer
193.75,10,High Value,Repeat customer
2993.1,166,High Value,Repeat customer
254.1,9,High Value,Repeat customer
239.76,19,High Value,Repeat customer
136.8,2,High Value,Repeat customer
191.04,12,High Value,Repeat customer
6479.4,78,High Value,Repeat customer
409.98,22,High Value,Repeat customer
2736.46,171,High Value,Repeat customer
309.65,18,High Value,Repeat customer
696.68,86,High Value,Repeat customer
1542.14,237,High Value,Repeat customer
211.5,5,High Value,Repeat customer
2293.62,117,High Value,Repeat customer
143.1,6,High Value,Repeat customer
1060.56,55,High Value,Repeat customer
945.58,214,High Value,Repeat customer
3364.2400000000002,288,High Value,Repeat customer
133.25,6,High Value,Repeat customer
1072.3600000000001,53,High Value,Repeat customer
356.7,19,High Value,Repeat customer
330.88,35,High Value,Repeat customer
1118.81,118,High Value,Repeat customer
150.3,7,High Value,Repeat customer
5045.61,937,High Value,Repeat customer
598.73,128,High Value,Repeat customer
507.08,91,High Value,Repeat customer
2222.56,69,High Value,Repeat customer
203.1,41,High Value,Repeat customer
218.25,11,High Value,Repeat customer
415.25,32,High Value,Repeat customer
5178.96,302,High Value,Repeat customer
85.0,5,High Value,Repeat customer
1120.88,70,High Value,Repeat customer
294.12,14,High Value,Repeat customer
162.3,10,High Value,Repeat customer
1339.45,26,High Value,Repeat customer
1205.1200000000001,72,High Value,Repeat customer
4812.42,173,High Value,Repeat customer
449.12,8,High Value,Repeat customer
154.88,9,High Value,Repeat customer
784.46,88,High Value,Repeat customer
34.8,3,High Value,Repeat customer
1094.59,62,High Value,Repeat customer
196.88,28,High Value,Repeat customer
974.04,93,High Value,Repeat customer
149.31,21,High Value,Repeat customer
44534.3,10,High Value,Repeat customer
2465.48,293,High Value,Repeat customer
2637.38,411,High Value,Repeat customer
79.2,1,High Value,One-time customer
458.57,28,High Value,Repeat customer
2364.25,141,High Value,Repeat customer
532.96,192,High Value,Repeat customer
714.42,45,High Value,Repeat customer
205.25,9,High Value,Repeat customer
253.04,7,High Value,Repeat customer
583.75,37,High Value,Repeat customer
1086.92,61,High Value,Repeat customer
3279.97,180,High Value,Repeat customer
315.06,11,High Value,Repeat customer
621.8299999999999,27,High Value,Repeat customer
56252.72,130,High Value,Repeat customer
635.6800000000001,10,High Value,Repeat customer
270.8,25,High Value,Repeat customer
104.9,7,High Value,Repeat customer
241.62,18,High Value,Repeat customer
1047.11,21,High Value,Repeat customer
475.28000000000003,29,High Value,Repeat customer
345.46,20,High Value,Repeat customer
2614.7400000000002,43,High Value,Repeat customer
246.3,14,High Value,Repeat customer
2328.9700000000003,83,High Value,Repeat customer
4932.2,267,High Value,Repeat customer
948.05,206,High Value,Repeat customer
351.3,25,High Value,Repeat customer
220.85,35,High Value,Repeat customer
1612.69,75,High Value,Repeat customer
965.61,12,High Value,Repeat customer
610.01,42,High Value,Repeat customer
2711.56,133,High Value,Repeat customer
2207.4,8,High Value,Repeat customer
884.14,98,High Value,Repeat customer
699.08,119,High Value,Repeat customer
1063.95,64,High Value,Repeat customer
451.42,1,High Value,One-time customer
415.82000000000005,8,High Value,Repeat customer
4206.39,262,High Value,Repeat customer
5528.4800000000005,301,High Value,Repeat customer
784.58,31,High Value,Repeat customer
903.9,48,High Value,Repeat customer
3734.9700000000003,208,High Value,Repeat customer
515.77,35,High Value,Repeat customer
1391.98,89,High Value,Repeat customer
2218.62,133,High Value,Repeat customer
1801.14,41,High Value,Repeat customer
1303.9099999999999,40,High Value,Repeat customer
1945.33,72,High Value,Repeat customer
2100.6,49,High Value,Repeat customer
1905.45,123,High Value,Repeat customer
206.98,17,High Value,Repeat customer
570.96,62,High Value,Repeat customer
885.47,33,High Value,Repeat customer
15.0,1,High Value,One-time customer
532.94,20,High Value,Repeat customer
1654.31,68,High Value,Repeat customer
1836.0900000000001,115,High Value,Repeat customer
636.14,51,High Value,Repeat customer
576.0,39,High Value,Repeat customer
801.76,68,High Value,Repeat customer
836.79,54,High Value,Repeat customer
2233.75,273,High Value,Repeat customer
954.09,50,High Value,Repeat customer
137.37,10,High Value,Repeat customer
391.98,24,High Value,Repeat customer
33643.08,167,High Value,Repeat customer
1048.49,62,High Value,Repeat customer
355.56,27,High Value,Repeat customer
1224.06,47,High Value,Repeat customer
118.95000000000002,8,High Value,Repeat customer
130.73999999999998,11,High Value,Repeat customer
3711.77,138,High Value,Repeat customer
389.27,22,High Value,Repeat customer
238.85,97,High Value,Repeat customer
160.71,22,High Value,Repeat customer
110.8,30,High Value,Repeat customer
2974.65,140,High Value,Repeat customer
712.24,80,High Value,Repeat customer
16387.57,645,High Value,Repeat customer
297.0,14,High Value,Repeat customer
1438.85,191,High Value,Repeat customer
977.21,142,High Value,Repeat customer
3165.36,546,High Value,Repeat customer
832.88,147,High Value,Repeat customer
68.84,18,High Value,Repeat customer
1936.3200000000002,20,High Value,Repeat customer
895.13,40,High Value,Repeat customer
230.53,45,High Value,Repeat customer
3812.64,461,High Value,Repeat customer
149.64,15,High Value,Repeat customer
354.09000000000003,76,High Value,Repeat customer
360.93,128,High Value,Repeat customer
4405.88,120,High Value,Repeat customer
493.28,129,High Value,Repeat customer
343.28000000000003,105,High Value,Repeat customer
501.39000000000004,29,High Value,Repeat customer
516.36,23,High Value,Repeat customer
396.48,49,High Value,Repeat customer
379.35,18,High Value,Repeat customer
181.09,12,High Value,Repeat customer
168.31,12,High Value,Repeat customer
446.87,93,High Value,Repeat customer
524.52,62,High Value,Repeat customer
263.55,41,High Value,Repeat customer
179.17,11,High Value,Repeat customer
222.05,24,High Value,Repeat customer
1388.88,86,High Value,Repeat customer
56.25,4,High Value,Repeat customer
351.11,51,High Value,Repeat customer
363.88,116,High Value,Repeat customer
5126.76,74,High Value,Repeat customer
164.68,30,High Value,Repeat customer
1567.69,150,High Value,Repeat customer
967.45,249,High Value,Repeat customer
191.94,7,High Value,Repeat customer
1232.18,267,High Value,Repeat customer
264.62,19,High Value,Repeat customer
1528.09,155,High Value,Repeat customer
123.1,12,High Value,Repeat customer
334.23,40,High Value,Repeat customer
639.89,143,High Value,Repeat customer
167.5,60,High Value,Repeat customer
336.03000000000003,25,High Value,Repeat customer
369.5,11,High Value,Repeat customer
127.08,21,High Value,Repeat customer
207.15,12,High Value,Repeat customer
426.63,21,High Value,Repeat customer
2495.87,115,High Value,Repeat customer
1107.46,74,High Value,Repeat customer
416.86,12,High Value,Repeat customer
145.35,7,High Value,Repeat customer
404.58,18,High Value,Repeat customer
6115.01,76,High Value,Repeat customer
35.8,1,High Value,One-time customer
337.44,14,High Value,Repeat customer
325.1,6,High Value,Repeat customer
181.0,2,High Value,Repeat customer
1708.24,29,High Value,Repeat customer
955.24,60,High Value,Repeat customer
364.72,19,High Value,Repeat customer
1765.51,98,High Value,Repeat customer
708.22,41,High Value,Repeat customer
806.57,91,High Value,Repeat customer
1659.3799999999999,98,High Value,Repeat customer
4416.26,183,High Value,Repeat customer
428.89,42,High Value,Repeat customer
104.35,7,High Value,Repeat customer
470.76,28,High Value,Repeat customer
845.64,122,High Value,Repeat customer
418.83,84,High Value,Repeat customer
666.1,20,High Value,Repeat customer
314.1,11,High Value,Repeat customer
4199.85,35,High Value,Repeat customer
307.82000000000005,4,High Value,Repeat customer
3442.15,176,High Value,Repeat customer
371.01,24,High Value,Repeat customer
430.94,98,High Value,Repeat customer
1054.73,65,High Value,Repeat customer
1098.78,49,High Value,Repeat customer
2398.86,43,High Value,Repeat customer
3408.48,97,High Value,Repeat customer
1475.02,113,High Value,Repeat customer
2837.67,270,High Value,Repeat customer
1142.42,37,High Value,Repeat customer
168.12,14,High Value,Repeat customer
1451.28,140,High Value,Repeat customer
158.03,27,High Value,Repeat customer
792.11,52,High Value,Repeat customer
41.989999999999995,3,High Value,Repeat customer
2797.57,552,High Value,Repeat customer
427.07,35,High Value,Repeat customer
1060.68,130,High Value,Repeat customer
3089.97,506,High Value,Repeat customer
12393.7,9,High Value,Repeat customer
2735.37,103,High Value,Repeat customer
615.39,218,High Value,Repeat customer
101.4,8,High Value,Repeat customer
1701.94,385,High Value,Repeat customer
478.78,33,High Value,Repeat customer
992.71,90,High Value,Repeat customer
407.5,86,High Value,Repeat customer
3362.71,212,High Value,Repeat customer
1415.29,94,High Value,Repeat customer
37130.6,139,High Value,Repeat customer
662.38,145,High Value,Repeat customer
705.39,182,High Value,Repeat customer
1508.76,235,High Value,Repeat customer
211.88,32,High Value,Repeat customer
408.90000000000003,28,High Value,Repeat customer
3786.2400000000002,160,High Value,Repeat customer
851.01,46,High Value,Repeat customer
628.28,76,High Value,Repeat customer
719.81,101,High Value,Repeat customer
251.24,64,High Value,Repeat customer
439.65999999999997,28,High Value,Repeat customer
236.09,32,High Value,Repeat customer
934.62,16,High Value,Repeat customer
81024.84,242,High Value,Repeat customer
331.24,29,High Value,Repeat customer
548.94,100,High Value,Repeat customer
8816.4,1137,High Value,Repeat customer
437.7,22,High Value,Repeat customer
758.92,55,High Value,Repeat customer
855.02,39,High Value,Repeat customer
471.78000000000003,26,High Value,Repeat customer
1313.55,65,High Value,Repeat customer
3166.4,6,High Value,Repeat customer
1197.27,71,High Value,Repeat customer
773.99,39,High Value,Repeat customer
1340.7,83,High Value,Repeat customer
256.44,8,High Value,Repeat customer
1111.79,312,High Value,Repeat customer
137.9,10,High Value,Repeat customer
362.06,34,High Value,Repeat customer
1511.95,84,High Value,Repeat customer
783.9,70,High Value,Repeat customer
134.8,8,High Value,Repeat customer
664.85,68,High Value,Repeat customer
2263.12,121,High Value,Repeat customer
1459.8600000000001,180,High Value,Repeat customer
1153.62,64,High Value,Repeat customer
335.32,23,High Value,Repeat customer
372.09,74,High Value,Repeat customer
1521.87,102,High Value,Repeat customer
852.15,33,High Value,Repeat customer
326.24,21,High Value,Repeat customer
584.3199999999999,23,High Value,Repeat customer
122.39999999999999,1,High Value,One-time customer
2234.73,129,High Value,Repeat customer
79.2,1,High Value,One-time customer
1352.0,21,High Value,Repeat customer
217.16,10,High Value,Repeat customer
2806.9,227,High Value,Repeat customer
1317.62,31,High Value,Repeat customer
436.18,38,High Value,Repeat customer
981.51,167,High Value,Repeat customer
1121.39,39,High Value,Repeat customer
315.06,18,High Value,Repeat customer
817.86,51,High Value,Repeat customer
17.0,1,High Value,One-time customer
1078.23,63,High Value,Repeat customer
320.62,12,High Value,Repeat customer
185.04999999999998,10,High Value,Repeat customer
2005.63,67,High Value,Repeat customer
731.9,39,High Value,Repeat customer
1290.7,76,High Value,Repeat customer
1842.14,57,High Value,Repeat customer
1429.64,48,High Value,Repeat customer
302.36,29,High Value,Repeat customer
336.96,13,High Value,Repeat customer
108.38,6,High Value,Repeat customer
3204.1600000000003,31,High Value,Repeat customer
842.5,48,High Value,Repeat customer
611.88,18,High Value,Repeat customer
1337.48,354,High Value,Repeat customer
195.73999999999998,16,High Value,Repeat customer
161.38,30,High Value,Repeat customer
135.75000000000003,8,High Value,Repeat customer
1667.97,284,High Value,Repeat customer
612.78,34,High Value,Repeat customer
232.21,30,High Value,Repeat customer
423.36,16,High Value,Repeat customer
1309.14,30,High Value,Repeat customer
867.11,212,High Value,Repeat customer
684.4200000000001,38,High Value,Repeat customer
307.78,16,High Value,Repeat customer
249.0,11,High Value,Repeat customer
289.35,13,High Value,Repeat customer
6287.77,117,High Value,Repeat customer
656.25,40,High Value,Repeat customer
1880.22,89,High Value,Repeat customer
3506.54,78,High Value,Repeat customer
14589.04,338,High Value,Repeat customer
618.09,35,High Value,Repeat customer
517.55,21,High Value,Repeat customer
709.38,37,High Value,Repeat customer
635.41,31,High Value,Repeat customer
725.18,35,High Value,Repeat customer
620.4,30,High Value,Repeat customer
535.34,37,High Value,Repeat customer
2424.94,117,High Value,Repeat customer
175.2,1,High Value,One-time customer
3799.4900000000002,224,High Value,Repeat customer
734.13,29,High Value,Repeat customer
375.0,22,High Value,Repeat customer
76.32000000000001,1,High Value,One-time customer
280.52,18,High Value,Repeat customer
2053.02,117,High Value,Repeat customer
1829.04,29,High Value,Repeat customer
1824.23,89,High Value,Repeat customer
3122.04,130,High Value,Repeat customer
656.69,18,High Value,Repeat customer
348.2,14,High Value,Repeat customer
1025.44,20,High Value,Repeat customer
5575.56,474,High Value,Repeat customer
37.4,2,High Value,Repeat customer
856.6,6,High Value,Repeat customer
822.48,34,High Value,Repeat customer
3787.6,98,High Value,Repeat customer
1822.97,85,High Value,Repeat customer
1885.05,125,High Value,Repeat customer
73.2,3,High Value,Repeat customer
1140.21,69,High Value,Repeat customer
1418.32,84,High Value,Repeat customer
1009.5500000000001,23,High Value,Repeat customer
1037.59,58,High Value,Repeat customer
331.95,15,High Value,Repeat customer
197.9,8,High Value,Repeat customer
215.83,11,High Value,Repeat customer
10254.18,162,High Value,Repeat customer
305.54,11,High Value,Repeat customer
6617.65,28,High Value,Repeat customer
338.71000000000004,15,High Value,Repeat customer
1158.79,45,High Value,Repeat customer
529.41,31,High Value,Repeat customer
4006.94,218,High Value,Repeat customer
6911.4400000000005,295,High Value,Repeat customer
981.86,67,High Value,Repeat customer
215.48,11,High Value,Repeat customer
215.08,6,High Value,Repeat customer
5180.52,134,High Value,Repeat customer
314.45,19,High Value,Repeat customer
400.68100000000004,15,High Value,Repeat customer
1080.6200000000001,179,High Value,Repeat customer
1863.47,111,High Value,Repeat customer
365.27,18,High Value,Repeat customer
592.9,35,High Value,Repeat customer
405.71,57,High Value,Repeat customer
761.38,98,High Value,Repeat customer
537.0600000000001,63,High Value,Repeat customer
394.38,19,High Value,Repeat customer
664.26,66,High Value,Repeat customer
2262.62,46,High Value,Repeat customer
21086.3,123,High Value,Repeat customer
547.02,23,High Value,Repeat customer
690.34,41,High Value,Repeat customer
159.0,6,High Value,Repeat customer
1062.75,44,High Value,Repeat customer
242.35,14,High Value,Repeat customer
914.9300000000001,37,High Value,Repeat customer
304.25,15,High Value,Repeat customer
3084.68,84,High Value,Repeat customer
864.86,97,High Value,Repeat customer
846.72,137,High Value,Repeat customer
1295.3,96,High Value,Repeat customer
1096.32,134,High Value,Repeat customer
255.12,8,High Value,Repeat customer
314.22,6,High Value,Repeat customer
1010.6,47,High Value,Repeat customer
542.03,35,High Value,Repeat customer
990.88,37,High Value,Repeat customer
536.6800000000001,22,High Value,Repeat customer
867.31,46,High Value,Repeat customer
432.2,20,High Value,Repeat customer
414.2,19,High Value,Repeat customer
3718.8,135,High Value,Repeat customer
2607.87,662,High Value,Repeat customer
3603.21,294,High Value,Repeat customer
409.1,51,High Value,Repeat customer
1522.75,91,High Value,Repeat customer
1413.66,90,High Value,Repeat customer
114.56,16,High Value,Repeat customer
152.94,7,High Value,Repeat customer
1800.07,69,High Value,Repeat customer
389.44,24,High Value,Repeat customer
3683.86,123,High Value,Repeat customer
2619.91,270,High Value,Repeat customer
752.4300000000001,13,High Value,Repeat customer
46.95,2,High Value,Repeat customer
5203.51,135,High Value,Repeat customer
1035.45,18,High Value,Repeat customer
746.83,124,High Value,Repeat customer
5447.0,258,High Value,Repeat customer
861.89,61,High Value,Repeat customer
667.65,45,High Value,Repeat customer
1141.24,54,High Value,Repeat customer
1429.24,133,High Value,Repeat customer
411.7,25,High Value,Repeat customer
357.95,67,High Value,Repeat customer
559.87,33,High Value,Repeat customer
810.6000000000001,6,High Value,Repeat customer
566.38,23,High Value,Repeat customer
1509.58,107,High Value,Repeat customer
2062.06,17,High Value,Repeat customer
168.3,11,High Value,Repeat customer
1570.81,166,High Value,Repeat customer
823.97,109,High Value,Repeat customer
142.5,8,High Value,Repeat customer
302.25,17,High Value,Repeat customer
2248.9900000000002,118,High Value,Repeat customer
1328.55,79,High Value,Repeat customer
301.9,20,High Value,Repeat customer
598.2,27,High Value,Repeat customer
233.22,11,High Value,Repeat customer
5360.63,162,High Value,Repeat customer
361.21999999999997,22,High Value,Repeat customer
632.27,41,High Value,Repeat customer
2560.0,4,High Value,Repeat customer
706.57,42,High Value,Repeat customer
616.26,37,High Value,Repeat customer
274.15000000000003,16,High Value,Repeat customer
226.37,14,High Value,Repeat customer
2938.91,151,High Value,Repeat customer
1341.65,69,High Value,Repeat customer
328.15,19,High Value,Repeat customer
404.40000000000003,3,High Value,Repeat customer
1038.46,56,High Value,Repeat customer
373.65000000000003,12,High Value,Repeat customer
326.75,37,High Value,Repeat customer
207.50000000000003,1,High Value,One-time customer
428.68,118,High Value,Repeat customer
594.24,18,High Value,Repeat customer
3110.96,319,High Value,Repeat customer
3844.22,319,High Value,Repeat customer
251.91,39,High Value,Repeat customer
1593.2,153,High Value,Repeat customer
26626.8,45,High Value,Repeat customer
151.05,10,High Value,Repeat customer
214.79999999999998,11,High Value,Repeat customer
109.95,20,High Value,Repeat customer
549.07,153,High Value,Repeat customer
1971.87,77,High Value,Repeat customer
322.41,15,High Value,Repeat customer
370.47999999999996,47,High Value,Repeat customer
101.10000000000001,2,High Value,Repeat customer
575.41,38,High Value,Repeat customer
887.65,92,High Value,Repeat customer
1469.45,235,High Value,Repeat customer
53.5,9,High Value,Repeat customer
1116.47,57,High Value,Repeat customer
153.9,8,High Value,Repeat customer
494.44,28,High Value,Repeat customer
6675.71,94,High Value,Repeat customer
395.8,39,High Value,Repeat customer
211.77,31,High Value,Repeat customer
658.88,34,High Value,Repeat customer
2027.5,109,High Value,Repeat customer
1750.92,66,High Value,Repeat customer
3512.53,662,High Value,Repeat customer
896.66,106,High Value,Repeat customer
734.77,81,High Value,Repeat customer
109.36000000000001,5,High Value,Repeat customer
707.04,53,High Value,Repeat customer
1540.42,51,High Value,Repeat customer
327.3,18,High Value,Repeat customer
804.49,130,High Value,Repeat customer
497.43,76,High Value,Repeat customer
1553.66,118,High Value,Repeat customer
1320.56,228,High Value,Repeat customer
367.93,97,High Value,Repeat customer
473.03000000000003,111,High Value,Repeat customer
987.01,125,High Value,Repeat customer
676.2,5,High Value,Repeat customer
362.95,23,High Value,Repeat customer
2157.4,108,High Value,Repeat customer
1780.59,32,High Value,Repeat customer
668.36,102,High Value,Repeat customer
584.5,33,High Value,Repeat customer
555.89,59,High Value,Repeat customer
317.2,88,High Value,Repeat customer
94.36,4,High Value,Repeat customer
1382.07,34,High Value,Repeat customer
221.19,45,High Value,Repeat customer
3046.21,330,High Value,Repeat customer
1555.34,83,High Value,Repeat customer
1486.9,210,High Value,Repeat customer
1705.8,82,High Value,Repeat customer
408.57,73,High Value,Repeat customer
303.93,29,High Value,Repeat customer
4098.32,186,High Value,Repeat customer
299.6,60,High Value,Repeat customer
177.5,10,High Value,Repeat customer
443.05,23,High Value,Repeat customer
167.25,5,High Value,Repeat customer
163.07,62,High Value,Repeat customer
2126.93,172,High Value,Repeat customer
2028.88,232,High Value,Repeat customer
214.65,45,High Value,Repeat customer
151.83,35,High Value,Repeat customer
262.2,31,High Value,Repeat customer
126.25,7,High Value,Repeat customer
210.35,54,High Value,Repeat customer
1051.4,71,High Value,Repeat customer
675.27,102,High Value,Repeat customer
972.23,51,High Value,Repeat customer
34684.4,369,High Value,Repeat customer
346.12,18,High Value,Repeat customer
133.56,5,High Value,Repeat customer
302.7,21,High Value,Repeat customer
1908.25,372,High Value,Repeat customer
241.06,9,High Value,Repeat customer
284.55,2,High Value,Repeat customer
300.85,6,High Value,Repeat customer
642.81,83,High Value,Repeat customer
287.4,8,High Value,Repeat customer
184.26,17,High Value,Repeat customer
1522.25,109,High Value,Repeat customer
798.35,132,High Value,Repeat customer
3640.67,282,High Value,Repeat customer
381.2,24,High Value,Repeat customer
616.79,174,High Value,Repeat customer
654.67,84,High Value,Repeat customer
230.51,63,High Value,Repeat customer
168472.5,3,Medium value,Repeat customer
259.01,36,High Value,Repeat customer
188.89000000000001,20,High Value,Repeat customer
707.69,40,High Value,Repeat customer
311.92,11,High Value,Repeat customer
266.97,14,High Value,Repeat customer
6.9,2,High Value,Repeat customer
1841.18,99,High Value,Repeat customer
2158.37,111,High Value,Repeat customer
208.36,9,High Value,Repeat customer
3482.7400000000002,202,High Value,Repeat customer
814.72,135,High Value,Repeat customer
151.42,33,High Value,Repeat customer
136.0,3,High Value,Repeat customer
1422.4,82,High Value,Repeat customer
1314.68,236,High Value,Repeat customer
1603.46,148,High Value,Repeat customer
74.9,2,High Value,Repeat customer
650.43,182,High Value,Repeat customer
762.39,170,High Value,Repeat customer
223.95000000000002,13,High Value,Repeat customer
316.11,18,High Value,Repeat customer
1871.5,360,High Value,Repeat customer
544.3,28,High Value,Repeat customer
2494.46,146,High Value,Repeat customer
331.0,17,High Value,Repeat customer
300.83,35,High Value,Repeat customer
769.29,53,High Value,Repeat customer
220.62,18,High Value,Repeat customer
139.35,19,High Value,Repeat customer
404.3,25,High Value,Repeat customer
363.65,42,High Value,Repeat customer
498.8,29,High Value,Repeat customer
731.5,39,High Value,Repeat customer
1351.63,56,High Value,Repeat customer
826.53,50,High Value,Repeat customer
684.41,97,High Value,Repeat customer
1599.52,95,High Value,Repeat customer
2965.69,136,High Value,Repeat customer
100.97,15,High Value,Repeat customer
365.45,19,High Value,Repeat customer
400.86,11,High Value,Repeat customer
1431.93,84,High Value,Repeat customer
484.38,86,High Value,Repeat customer
777.6,4,High Value,Repeat customer
90.30000000000001,3,High Value,Repeat customer
363.7,13,High Value,Repeat customer
248.1,13,High Value,Repeat customer
950.26,169,High Value,Repeat customer
874.59,35,High Value,Repeat customer
1627.13,113,High Value,Repeat customer
101.69999999999999,6,High Value,Repeat customer
162.7,17,High Value,Repeat customer
484.32,40,High Value,Repeat customer
215.07999999999998,13,High Value,Repeat customer
1046.57,156,High Value,Repeat customer
9418.470000000001,290,High Value,Repeat customer
13027.45,183,High Value,Repeat customer
290.36,15,High Value,Repeat customer
228.06,14,High Value,Repeat customer
244.41,17,High Value,Repeat customer
455.25,30,High Value,Repeat customer
1244.59,77,High Value,Repeat customer
6748.8,4,High Value,Repeat customer
1095.56,177,High Value,Repeat customer
593.75,31,High Value,Repeat customer
548.97,55,High Value,Repeat customer
1388.81,45,High Value,Repeat customer
119.62,5,High Value,Repeat customer
339.3,3,High Value,Repeat customer
787.15,25,High Value,Repeat customer
4154.64,981,High Value,Repeat customer
2298.97,251,High Value,Repeat customer
922.12,32,High Value,Repeat customer
379.73,17,High Value,Repeat customer
5719.82,84,High Value,Repeat customer
837.1,52,High Value,Repeat customer
285.89,17,High Value,Repeat customer
3313.79,207,High Value,Repeat customer
281.85,11,High Value,Repeat customer
8338.49,460,High Value,Repeat customer
841.41,56,High Value,Repeat customer
511.12,31,High Value,Repeat customer
1077.74,19,High Value,Repeat customer
173.7,3,High Value,Repeat customer
614.66,18,High Value,Repeat customer
865.6,35,High Value,Repeat customer
124.2,5,High Value,Repeat customer
3738.4,126,High Value,Repeat customer
1421.69,87,High Value,Repeat customer
1009.6,57,High Value,Repeat customer
663.61,42,High Value,Repeat customer
451.44,28,High Value,Repeat customer
105.84,9,High Value,Repeat customer
313.62,6,High Value,Repeat customer
233.45,14,High Value,Repeat customer
936.08,28,High Value,Repeat customer
463.95,8,High Value,Repeat customer
225.15,13,High Value,Repeat customer
459.24,33,High Value,Repeat customer
213.5,10,High Value,Repeat customer
4113.68,216,High Value,Repeat customer
330.03,27,High Value,Repeat customer
181.09,53,High Value,Repeat customer
360.16,85,High Value,Repeat customer
250.15,12,High Value,Repeat customer
90.04,7,High Value,Repeat customer
145.04999999999998,10,High Value,Repeat customer
813.52,62,High Value,Repeat customer
244.79999999999998,31,High Value,Repeat customer
528.08,29,High Value,Repeat customer
482.47,34,High Value,Repeat customer
3347.71,172,High Value,Repeat customer
5493.46,276,High Value,Repeat customer
75.66,6,High Value,Repeat customer
129.49,10,High Value,Repeat customer
1187.66,66,High Value,Repeat customer
618.59,30,High Value,Repeat customer
506.19,26,High Value,Repeat customer
500.42,33,High Value,Repeat customer
151.85,5,High Value,Repeat customer
2647.59,96,High Value,Repeat customer
226.21,14,High Value,Repeat customer
178.96,9,High Value,Repeat customer
813.48,29,High Value,Repeat customer
129.45,5,High Value,Repeat customer
